candidate,score,rank
Candidate_681,0.6094461342799601,1
Candidate_682,0.5933375368072487,2
Candidate_680,0.5707927237280196,3
Candidate_512,0.536937029354487,4
Candidate_515,0.5352694451320735,5
Candidate_514,0.5157607389062655,6
Candidate_107,0.5082265817469954,7
Candidate_269,0.5073641015041203,8
Candidate_186,0.48844942450523376,9
Candidate_513,0.4852384800041235,10
Candidate_656,0.4788429910623789,11
Candidate_827,0.43031073742223674,12
Candidate_230,0.42578936719637733,13
Candidate_458,0.41614905859150547,14
Candidate_406,0.4141972659722186,15
Candidate_408,0.411015809586162,16
Candidate_229,0.4084436226377772,17
Candidate_228,0.4047607273876006,18
Candidate_42,0.39646184985109784,19
Candidate_227,0.3955652809920891,20
Candidate_604,0.3917565904988317,21
Candidate_711,0.3890748633982298,22
Candidate_298,0.3879666960704111,23
Candidate_854,0.38097576457944626,24
Candidate_270,0.364972609895258,25
Candidate_712,0.3475337995760244,26
Candidate_266,0.34488004446029663,27
Candidate_658,0.34335174790768147,28
Candidate_603,0.32463911363612247,29
Candidate_829,0.3162911747676063,30
Candidate_896,0.3159976988604279,31
Candidate_484,0.3139712916433713,32
Candidate_5,0.31224536895751953,33
Candidate_602,0.3096075959712594,34
Candidate_268,0.3076925575733185,35
Candidate_456,0.29867436572938116,36
Candidate_46,0.2927459478378296,37
Candidate_552,0.2896516025066376,38
Candidate_555,0.27930209040641785,39
Candidate_407,0.27861955138820665,40
Candidate_43,0.27306312322616577,41
Candidate_459,0.2705465374437973,42
Candidate_1,0.2658215118263924,43
Candidate_320,0.2646046280860901,44
Candidate_322,0.26404561666242904,45
Candidate_853,0.26321633979839587,46
Candidate_744,0.26072782278060913,47
Candidate_553,0.25972986221313477,48
Candidate_404,0.2561759403258065,49
Candidate_746,0.254075339532873,50
Candidate_433,0.25362623416022106,51
Candidate_297,0.24879908661142242,52
Candidate_144,0.24850304424762726,53
Candidate_785,0.2478698343038559,54
Candidate_485,0.24696145951747894,55
Candidate_657,0.24547663146526977,56
Candidate_659,0.24443016498247327,57
Candidate_747,0.2442399143436026,58
Candidate_3,0.2419934270329489,59
Candidate_41,0.23801842331886292,60
Candidate_44,0.23723940551280975,61
Candidate_4,0.23519182205200195,62
Candidate_714,0.23392166123833055,63
Candidate_457,0.23191116750240326,64
Candidate_299,0.23027515339436536,65
Candidate_226,0.22760276238039767,66
Candidate_482,0.21854515749358494,67
Candidate_713,0.2144590361497154,68
Candidate_828,0.212030827999115,69
Candidate_826,0.21102271480600915,70
Candidate_601,0.20818977057933807,71
Candidate_483,0.2048187255859375,72
Candidate_788,0.20405131476471322,73
Candidate_108,0.20230866968631744,74
Candidate_893,0.19373832643032074,75
Candidate_432,0.19109979930994467,76
Candidate_857,0.19048737143943184,77
Candidate_655,0.18795313654670837,78
Candidate_460,0.18604260739140643,79
Candidate_855,0.18256202340126038,80
Candidate_825,0.18218208849430084,81
Candidate_434,0.1820449217925056,82
Candidate_142,0.1812875065523656,83
Candidate_745,0.17123014685664864,84
Candidate_141,0.16818023802613097,85
Candidate_856,0.1679091900587082,86
Candidate_405,0.16421544551849365,87
Candidate_105,0.16178885526691444,88
Candidate_85,0.16120707988739014,89
Candidate_324,0.15225393083922756,90
Candidate_554,0.14824575185775757,91
Candidate_786,0.14715700326092018,92
Candidate_189,0.14640184594370886,93
Candidate_267,0.14635702967643738,94
Candidate_300,0.14522931234876124,95
Candidate_188,0.14490634202957153,96
Candidate_787,0.13948378629071262,97
Candidate_435,0.1382022500038147,98
Candidate_2,0.13741910457611084,99
Candidate_600,0.1351749151945114,100
Candidate_89,0.13283951580524445,101
Candidate_321,0.1312793493270874,102
Candidate_296,0.12950390964461855,103
Candidate_88,0.12550565600395203,104
Candidate_109,0.12391434609889984,105
Candidate_145,0.11770024766317669,106
Candidate_323,0.11669999361038208,107
Candidate_436,0.1140214055776596,108
Candidate_710,0.09798655707039357,109
Candidate_190,0.09437405402791314,110
Candidate_556,0.09054417068105086,111
Candidate_87,0.08820021152496338,112
Candidate_743,0.08542993664741516,113
Candidate_897,0.08158670032437838,114
Candidate_187,0.08101239800453186,115
Candidate_895,0.07797162234783173,116
Candidate_86,0.0631694346666336,117
Candidate_789,0.0541653111577034,118
Candidate_486,0.04778295010328293,119
Candidate_106,0.035129301249980927,120
Candidate_894,0.0,121
